-2	14	4	-2	14	96	-2	14	36	-2	14	100	-2	14	100	-2	14	100	-2	14	100	-2	14	68	-2	14	64	-2	14	0	-2	14	0	-2	14	0	-2	14	0	-2	14	2	-2	12	108	-2	12	102	-2	14	8	-2	14	0	-2	14	34	-2	12	104	-2	12	36	-2	12	100	-2	12	100	-2	12	68	-2	12	96	-2	12	36	-2	12	100	-2	12	100	-2	12	102	-2	16	72
-2	12	55	-2	14	42	-2	42	-5	-2	40	-1	-2	42	-35	-2	42	-15	-2	42	-107	-2	42	-13	-2	14	72	-2	14	32	-2	14	4	-2	14	64	-2	14	0	-2	14	16	-2	14	17	-2	14	-127	-2	14	-128	-2	14	0	-2	14	50	-2	12	-22	-2	42	-39	-2	42	-111	-2	42	-111	-2	42	-77	-2	12	106	-2	42	-39	-2	42	-111	-2	42	-111	-2	42	-77	-2	16	-56
-2	14	1	-2	14	-78	-2	42	-2	-2	14	-7	-2	14	-105	-2	42	110	-2	14	-69	-2	42	126	-2	14	-56	-2	14	2	-2	12	-1	-2	14	44	-2	14	100	-2	14	100	-2	14	100	-2	14	68	-2	14	64	-2	14	0	-2	14	50	-2	12	-6	-2	42	-56	-2	42	0	-2	42	0	-2	42	50	-2	12	-6	-2	42	-56	-2	42	0	-2	42	0	-2	42	50	-2	16	-56
-2	14	4	-2	14	114	-2	40	-5	-2	14	-54	-2	12	-33	-2	14	13	-2	14	-14	-2	40	-1	-2	14	-56	-2	14	48	-2	14	39	-2	42	-7	-2	42	-75	-2	42	-11	-2	42	-43	-2	42	-13	-2	14	104	-2	14	4	-2	14	114	-2	12	-6	-2	42	-56	-2	42	0	-2	42	0	-2	42	50	-2	12	-6	-2	42	-56	-2	42	0	-2	42	0	-2	42	50	-2	16	-56
-2	12	51	-2	14	122	-2	40	-2	-2	14	-36	-2	14	67	-2	12	127	-2	14	58	-2	42	-5	-2	14	-56	-2	14	34	-2	12	-5	-2	42	-22	-2	14	-39	-2	14	-79	-2	14	-73	-2	42	58	-2	14	-54	-2	12	-1	-2	14	58	-2	12	-6	-2	42	-56	-2	42	0	-2	42	0	-2	42	50	-2	12	-6	-2	42	-56	-2	42	0	-2	42	0	-2	42	50	-2	16	-56
-2	12	54	-2	14	-70	-2	42	-7	-2	42	-73	-2	14	56	-2	14	5	-2	14	-14	-2	42	-38	-2	14	-52	-2	14	82	-2	12	-2	-2	42	-6	-2	14	-56	-2	14	2	-2	42	-51	-2	42	-14	-2	14	-40	-2	14	1	-2	14	-78	-2	12	-6	-2	42	-56	-2	42	0	-2	42	0	-2	42	18	-2	12	-2	-2	42	-120	-2	42	0	-2	42	0	-2	42	50	-2	16	-56
-2	14	5	-2	14	-14	-2	42	-18	-2	14	-55	-2	14	-126	-2	12	-1	-2	14	58	-2	42	-8	-2	42	55	-2	14	56	-2	14	55	-2	42	-6	-2	14	-24	-2	14	20	-2	14	115	-2	42	122	-2	14	-56	-2	14	0	-2	14	50	-2	12	-38	-2	42	-52	-2	42	96	-2	42	36	-2	42	116	-2	42	101	-2	42	-28	-2	42	100	-2	42	100	-2	42	118	-2	16	-56
-2	12	55	-2	14	58	-2	40	-1	-2	14	-20	-2	14	84	-2	14	65	-2	14	-78	-2	42	-22	-2	14	-55	-2	14	-94	-2	12	-5	-2	42	-6	-2	14	-54	-2	12	-1	-2	14	58	-2	42	-38	-2	14	-52	-2	14	64	-2	14	50	-2	12	-40	-2	12	51	-2	42	74	-2	40	-1	-2	12	-39	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-77	-2	16	-56
-2	14	33	-2	14	-106	-2	42	-3	-2	42	-9	-2	40	-1	-2	14	12	-2	14	114	-2	42	-2	-2	14	-52	-2	14	114	-2	12	-6	-2	42	-38	-2	14	-36	-2	14	65	-2	14	-78	-2	42	-8	-2	42	55	-2	14	8	-2	14	50	-2	12	-56	-2	12	50	-2	42	-8	-2	42	55	-2	12	-56	-2	12	0	-2	12	0	-2	12	0	-2	12	0	-2	12	50	-2	16	-56
-2	14	38	-2	12	-1	-2	14	125	-2	14	-43	-2	14	-61	-2	12	-1	-2	14	62	-2	40	-65	-2	12	-1	-2	14	26	-2	12	-2	-2	42	-8	-2	42	55	-2	14	8	-2	14	50	-2	42	-22	-2	14	-55	-2	14	-128	-2	14	50	-2	12	-56	-2	12	50	-2	42	-54	-2	40	-1	-2	12	-56	-2	12	0	-2	12	0	-2	12	0	-2	12	0	-2	12	50	-2	16	-56
-2	42	53	-2	42	-9	-2	40	-1	-2	42	-5	-2	14	88	-2	14	35	-2	40	-21	-2	42	-37	-2	14	-19	-2	14	-12	-2	14	119	-2	42	-86	-2	14	-55	-2	14	-128	-2	14	50	-2	42	-6	-2	14	-24	-2	14	4	-2	14	114	-2	12	-56	-2	12	50	-2	42	-40	-2	42	19	-2	12	-20	-2	12	68	-2	12	96	-2	12	36	-2	12	100	-2	12	118	-2	16	-52
-2	40	55	-2	14	-35	-2	14	-13	-2	42	-6	-2	14	-56	-2	14	18	-2	40	-2	-2	42	-4	-2	42	117	-2	42	-11	-2	42	-27	-2	42	-10	-2	14	-88	-2	14	4	-2	14	114	-2	42	-6	-2	14	-22	-2	12	-5	-2	14	122	-2	12	-56	-2	12	50	-2	42	-20	-2	42	116	-2	42	117	-2	42	-9	-2	12	10	-2	40	-3	-2	40	-11	-2	40	-11	-2	40	-59
-2	42	53	-2	42	-9	-2	14	58	-2	42	-6	-2	14	-56	-2	14	16	-2	14	17	-2	14	-111	-2	14	-111	-2	14	-111	-2	14	-79	-2	14	-123	-2	14	-62	-2	12	-1	-2	14	58	-2	42	-6	-2	14	-6	-2	12	-6	-2	14	-6	-2	12	-56	-2	12	50	-2	40	-5	-2	12	-39	-2	12	-111	-2	12	-127	-2	12	-112	-2	12	17	-2	12	-111	-2	12	-79	-2	12	-123
-2	40	55	-2	14	-55	-2	14	-78	-2	42	-38	-2	14	-20	-2	14	68	-2	14	96	-2	14	4	-2	14	64	-2	14	0	-2	14	2	-2	12	-1	-2	14	24	-2	14	33	-2	14	-74	-2	42	-70	-2	14	-6	-2	12	-6	-2	14	-6	-2	12	-56	-2	12	50	-2	40	-6	-2	12	-56	-2	12	32	-2	12	4	-2	12	64	-2	12	0	-2	12	0	-2	12	34	-2	16	-55
-2	42	19	-2	14	-52	-2	14	82	-2	42	-4	-2	42	85	-2	42	-45	-2	14	110	-2	42	-101	-2	14	108	-2	14	100	-2	14	116	-2	14	101	-2	14	-28	-2	14	102	-2	42	-87	-2	42	-74	-2	14	-102	-2	12	-2	-2	14	-70	-2	12	-56	-2	12	50	-2	40	-2	-2	12	-20	-2	12	102	-2	42	-65	-2	12	108	-2	12	68	-2	12	64	-2	12	50	-2	16	-56
-2	42	20	-2	42	83	-2	14	92	-2	14	81	-2	14	-109	-2	42	124	-2	42	101	-2	42	-12	-2	42	117	-2	42	-11	-2	42	-11	-2	42	-11	-2	42	-11	-2	42	-27	-2	42	-26	-2	14	-119	-2	14	-112	-2	14	1	-2	14	-78	-2	12	-56	-2	12	18	-2	42	-3	-2	42	-11	-2	42	-25	-2	40	-3	-2	40	-9	-2	42	-5	-2	12	72	-2	12	50	-2	16	-56
-2	14	19	-2	42	92	-2	42	115	-2	14	72	-2	14	16	-2	14	19	-2	12	-1	-2	14	-103	-2	14	-111	-2	14	-111	-2	14	-111	-2	14	-111	-2	14	-109	-2	12	-1	-2	14	-119	-2	14	-128	-2	14	32	-2	14	4	-2	14	114	-2	12	-56	-2	12	16	-2	12	17	-2	12	-79	-2	12	-107	-2	12	-47	-2	12	-77	-2	42	-34	-2	12	-52	-2	12	114	-2	16	-56
-2	14	16	-2	14	51	-2	42	94	-2	14	-20	-2	14	100	-2	14	116	-2	14	101	-2	14	-28	-2	14	100	-2	14	100	-2	14	100	-2	14	100	-2	14	116	-2	14	101	-2	14	-28	-2	14	100	-2	14	102	-2	40	-5	-2	14	126	-2	12	-20	-2	12	100	-2	12	100	-2	12	102	-2	42	-37	-2	12	108	-2	12	118	-2	40	-65	-2	42	63	-2	12	58	-2	16	-56
-2	14	4	-2	14	82	-2	40	-1	-2	42	125	-2	42	-11	-2	42	-11	-2	42	-11	-2	42	-9	-2	40	-5	-2	42	-3	-2	42	-11	-2	42	-11	-2	42	-11	-2	42	-11	-2	42	-11	-2	42	-11	-2	42	-9	-2	40	-2	-2	42	-3	-2	42	-11	-2	42	-11	-2	42	-9	-2	40	-1	-2	42	-4	-2	42	119	-2	40	-17	-2	42	-17	-2	12	-119	-2	12	-78	-2	16	-56
-2	12	19	-2	14	24	-2	14	17	-2	14	-111	-2	14	-111	-2	14	-111	-2	14	-111	-2	14	-109	-2	40	-102	-2	14	-103	-2	14	-111	-2	14	-111	-2	14	-111	-2	14	-111	-2	14	-111	-2	14	-111	-2	14	-111	-2	14	-109	-2	12	-103	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-127	-2	12	-128	-2	12	18	-2	16	-120
