1	2	8	1	3	8	1	2	8	1	1	10	1	0	10	1	1	10	1	5	6	1	5	6	2	8	7	2	13	7	-1	0	0	2	13	7	2	10	7	1	5	6	1	5	6	1	0	10	1	1	10	1	0	10	1	2	9	1	3	9	1	2	9
1	2	9	1	3	9	1	2	9	1	1	9	1	5	4	1	5	4	1	5	7	1	5	7	-1	0	0	3	1	8	-1	0	0	3	1	8	-1	0	0	1	5	7	1	5	7	1	5	4	1	5	4	1	0	9	1	2	8	1	3	8	1	2	8
1	2	8	1	3	8	1	3	9	1	1	10	1	7	15	1	4	4	1	4	4	1	7	15	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	7	15	1	4	4	1	4	4	1	7	15	1	0	10	1	2	9	1	3	9	1	2	9
1	2	9	1	3	9	1	1	10	-1	0	0	-1	0	0	1	2	10	1	3	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	10	11	1	12	11	-1	0	0	1	0	10	1	3	8	1	2	8
1	2	8	1	3	8	1	1	9	-1	0	0	-1	0	0	1	2	11	1	3	11	1	11	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	12	1	12	12	-1	0	0	1	0	9	1	3	9	1	2	9
1	2	9	1	3	9	1	1	10	-1	0	0	-1	0	0	1	2	12	1	3	12	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	10	1	3	8	1	2	8
1	2	8	1	3	8	1	1	9	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	9	1	3	9	1	2	9
1	2	9	1	3	9	1	1	10	-1	0	0	1	13	10	1	13	11	1	14	11	1	15	11	1	13	11	1	15	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	4	5	-1	0	0	-1	0	0	1	0	10	1	3	8	1	2	8
1	2	8	1	3	8	1	1	9	-1	0	0	1	13	10	1	13	11	1	14	11	1	15	11	1	13	11	1	15	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	9	1	3	9	1	2	9
1	2	9	1	3	9	1	1	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	10	1	3	8	1	2	8
1	2	8	1	3	8	1	1	9	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	9	1	3	9	1	2	9
1	2	9	1	3	9	1	3	8	1	1	9	1	0	9	1	1	9	1	0	9	1	1	9	1	0	9	1	1	9	-1	0	0	1	0	9	1	1	9	1	0	9	1	1	9	1	0	9	1	1	9	1	0	9	1	2	8	1	3	8	1	2	8
1	2	8	1	3	8	1	2	8	1	3	8	1	2	8	1	3	8	1	2	8	1	3	8	1	2	8	1	1	10	-1	0	0	1	0	10	1	2	9	1	3	9	1	2	9	1	3	9	1	2	9	1	3	9	1	2	9	1	3	9	1	2	9
1	2	9	1	3	9	1	2	9	1	3	9	1	2	9	1	3	9	1	2	9	1	3	9	1	2	9	1	1	9	-1	0	0	1	0	9	1	2	8	1	3	8	1	2	8	1	3	8	1	2	8	1	3	8	1	2	8	1	3	8	1	2	8
1	2	8	1	3	8	1	2	8	1	3	8	1	2	8	1	3	8	1	2	8	1	3	8	1	2	8	1	1	10	-1	0	0	1	0	10	1	2	9	1	3	9	1	2	9	1	3	9	1	2	9	1	3	9	1	2	9	1	3	9	1	2	9
